age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,blue-collar,married,basic.9y,no,yes,no,41blue-collarmarriedbasic.9ynoyesnomon148,cellular,apr,2009,,mon,148,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,services,married,high.school,no,no,yes,31servicesmarriedhigh.schoolnonoyesthu49,cellular,nov,2008,,thu,49,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
40,technician,married,basic.9y,unknown,no,yes,40technicianmarriedbasic.9yunknownnoyesthu171,telephone,may,2008,,thu,171,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,unknown,married,basic.9y,no,no,yes,53unknownmarriedbasic.9ynonoyeswed242,cellular,nov,2009,,wed,242,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,no
40,admin.,divorced,university.degree,no,yes,no,40admin.divorceduniversity.degreenoyesnomon257,cellular,aug,2008,,mon,257,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
82,housemaid,married,basic.4y,no,no,no,82housemaidmarriedbasic.4ynononotue279,telephone,sep,2010,,tue,279,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes
28,blue-collar,married,basic.4y,no,yes,no,28blue-collarmarriedbasic.4ynoyesnomon113,cellular,jul,2008,,mon,113,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,admin.,married,high.school,unknown,yes,no,30admin.marriedhigh.schoolunknownyesnowed246,cellular,nov,2008,,wed,246,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
31,unemployed,single,university.degree,no,yes,no,31unemployedsingleuniversity.degreenoyesnotue309,cellular,jul,2010,,tue,309,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes
32,technician,single,university.degree,no,yes,no,32techniciansingleuniversity.degreenoyesnowed168,cellular,aug,2008,,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,blue-collar,married,basic.4y,no,yes,no,54blue-collarmarriedbasic.4ynoyesnotue153,cellular,aug,2008,,tue,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,31blue-collarmarriedbasic.9ynononowed152,cellular,jul,2008,,wed,152,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,services,married,unknown,no,yes,no,50servicesmarriedunknownnoyesnothu90,cellular,aug,2008,,thu,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
47,technician,single,unknown,no,no,no,47techniciansingleunknownnononotue117,cellular,jul,2008,,tue,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,admin.,single,high.school,no,yes,yes,31admin.singlehigh.schoolnoyesyeswed149,cellular,may,2009,,wed,149,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,unemployed,married,high.school,no,yes,no,32unemployedmarriedhigh.schoolnoyesnothu640,cellular,nov,2008,,thu,640,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
46,admin.,single,high.school,no,yes,no,46admin.singlehigh.schoolnoyesnomon199,cellular,nov,2010,,mon,199,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no
47,admin.,single,high.school,no,no,no,47admin.singlehigh.schoolnononomon1114,cellular,may,2009,,mon,1114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32,admin.,single,high.school,no,no,no,32admin.singlehigh.schoolnononomon74,cellular,nov,2010,,mon,74,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no
52,services,divorced,high.school,unknown,no,no,52servicesdivorcedhigh.schoolunknownnonomon190,cellular,nov,2008,,mon,190,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
45,admin.,married,high.school,no,yes,no,45admin.marriedhigh.schoolnoyesnofri738,cellular,oct,2010,,fri,738,3,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,yes
32,admin.,married,university.degree,no,yes,no,32admin.marrieduniversity.degreenoyesnofri374,cellular,may,2009,,fri,374,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
71,blue-collar,divorced,basic.4y,unknown,no,no,71blue-collardivorcedbasic.4yunknownnonothu224,cellular,aug,2010,,thu,224,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
49,services,married,high.school,no,yes,no,49servicesmarriedhigh.schoolnoyesnofri344,telephone,may,2008,,fri,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
46,admin.,married,high.school,no,yes,yes,46admin.marriedhigh.schoolnoyesyeswed148,telephone,jun,2008,,wed,148,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
46,blue-collar,married,professional.course,no,no,no,46blue-collarmarriedprofessional.coursenononofri383,cellular,nov,2010,,fri,383,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,no
38,admin.,married,university.degree,no,yes,no,38admin.marrieduniversity.degreenoyesnotue35,cellular,aug,2008,,tue,35,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,services,married,professional.course,unknown,no,no,57servicesmarriedprofessional.courseunknownnonomon153,cellular,aug,2008,,mon,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,services,single,high.school,unknown,unknown,unknown,41servicessinglehigh.schoolunknownunknownunknownmon772,cellular,may,2009,,mon,772,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
44,technician,married,professional.course,no,no,no,44technicianmarriedprofessional.coursenononofri124,telephone,may,2008,,fri,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
47,technician,married,university.degree,no,yes,no,47technicianmarrieduniversity.degreenoyesnowed345,cellular,aug,2008,,wed,345,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,blue-collar,married,basic.9y,no,yes,yes,40blue-collarmarriedbasic.9ynoyesyeswed951,telephone,may,2008,,wed,951,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
57,retired,single,professional.course,no,yes,no,57retiredsingleprofessional.coursenoyesnomon188,telephone,may,2008,,mon,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,admin.,single,unknown,no,no,no,27admin.singleunknownnononotue128,cellular,mar,2010,,tue,128,1,3,1,success,-1.8,93.369,-34.8,0.637,5008.7,yes
52,blue-collar,married,basic.9y,no,no,no,52blue-collarmarriedbasic.9ynononofri809,cellular,aug,2008,,fri,809,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
34,management,married,university.degree,no,yes,yes,34managementmarrieduniversity.degreenoyesyeswed192,telephone,jun,2009,,wed,192,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
42,entrepreneur,married,university.degree,no,yes,no,42entrepreneurmarrieduniversity.degreenoyesnotue154,telephone,may,2008,,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,technician,married,unknown,no,yes,no,51technicianmarriedunknownnoyesnofri17,telephone,jun,2008,,fri,17,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,management,married,basic.4y,unknown,yes,no,45managementmarriedbasic.4yunknownyesnofri100,telephone,may,2008,,fri,100,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,retired,married,high.school,no,no,no,56retiredmarriedhigh.schoolnononomon317,cellular,may,2009,,mon,317,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
41,management,married,university.degree,no,yes,no,41managementmarrieduniversity.degreenoyesnothu93,cellular,may,2009,,thu,93,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
44,admin.,married,high.school,no,yes,no,44admin.marriedhigh.schoolnoyesnofri111,cellular,aug,2008,,fri,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,blue-collar,married,basic.6y,no,yes,no,50blue-collarmarriedbasic.6ynoyesnomon293,cellular,may,2009,,mon,293,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes
54,self-employed,married,high.school,no,no,no,54self-employedmarriedhigh.schoolnononotue119,cellular,aug,2008,,tue,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,blue-collar,married,basic.6y,no,no,no,51blue-collarmarriedbasic.6ynononofri393,cellular,aug,2008,,fri,393,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,blue-collar,single,basic.9y,no,no,no,30blue-collarsinglebasic.9ynononowed30,cellular,nov,2008,,wed,30,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
42,housemaid,married,basic.4y,unknown,yes,no,42housemaidmarriedbasic.4yunknownyesnofri38,telephone,jun,2008,,fri,38,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,technician,married,professional.course,unknown,yes,no,41technicianmarriedprofessional.courseunknownyesnomon442,telephone,jun,2008,,mon,442,11,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
47,services,single,basic.9y,no,no,no,47servicessinglebasic.9ynononotue187,cellular,nov,2008,,tue,187,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
35,blue-collar,married,basic.6y,no,yes,no,35blue-collarmarriedbasic.6ynoyesnofri113,cellular,apr,2009,,fri,113,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
58,blue-collar,married,basic.9y,no,no,no,58blue-collarmarriedbasic.9ynononotue64,cellular,nov,2008,,tue,64,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
50,blue-collar,divorced,high.school,no,yes,yes,50blue-collardivorcedhigh.schoolnoyesyesmon629,cellular,jul,2008,,mon,629,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
41,technician,married,professional.course,no,no,no,41technicianmarriedprofessional.coursenononotue92,telephone,may,2008,,tue,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,technician,married,university.degree,no,yes,no,38technicianmarrieduniversity.degreenoyesnowed147,cellular,may,2009,,wed,147,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
32,student,single,university.degree,no,no,no,32studentsingleuniversity.degreenononothu151,cellular,nov,2008,,thu,151,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
21,student,single,high.school,no,no,no,21studentsinglehigh.schoolnononotue259,cellular,aug,2009,,tue,259,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no
46,admin.,divorced,basic.9y,unknown,no,no,46admin.divorcedbasic.9yunknownnonowed423,telephone,may,2008,,wed,423,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,self-employed,married,university.degree,no,yes,no,42self-employedmarrieduniversity.degreenoyesnofri888,cellular,nov,2008,,fri,888,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
55,services,married,basic.9y,no,no,no,55servicesmarriedbasic.9ynononowed76,cellular,aug,2008,,wed,76,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,admin.,single,high.school,no,yes,no,29admin.singlehigh.schoolnoyesnomon207,telephone,nov,2010,,mon,207,1,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,no
30,blue-collar,single,basic.6y,unknown,yes,no,30blue-collarsinglebasic.6yunknownyesnowed100,telephone,jun,2008,,wed,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,management,married,basic.4y,no,yes,no,53managementmarriedbasic.4ynoyesnowed63,cellular,nov,2008,,wed,63,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
35,management,married,university.degree,no,yes,no,35managementmarrieduniversity.degreenoyesnowed265,cellular,nov,2008,,wed,265,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
46,services,married,professional.course,no,yes,no,46servicesmarriedprofessional.coursenoyesnotue273,telephone,may,2008,,tue,273,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,blue-collar,married,unknown,no,no,no,30blue-collarmarriedunknownnononowed85,telephone,may,2008,,wed,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,entrepreneur,married,university.degree,unknown,yes,no,43entrepreneurmarrieduniversity.degreeunknownyesnotue261,cellular,jul,2008,,tue,261,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,services,married,high.school,unknown,yes,no,42servicesmarriedhigh.schoolunknownyesnomon136,cellular,jul,2008,,mon,136,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,technician,married,professional.course,no,no,no,32technicianmarriedprofessional.coursenononotue711,cellular,jul,2008,,tue,711,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,divorced,basic.9y,no,yes,no,41blue-collardivorcedbasic.9ynoyesnofri88,cellular,may,2009,,fri,88,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
28,admin.,married,university.degree,no,no,no,28admin.marrieduniversity.degreenononotue72,cellular,may,2009,,tue,72,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
24,services,single,university.degree,no,no,no,24servicessingleuniversity.degreenononothu113,cellular,jul,2008,,thu,113,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,management,married,university.degree,unknown,yes,yes,43managementmarrieduniversity.degreeunknownyesyesfri307,cellular,apr,2009,,fri,307,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,admin.,single,university.degree,no,yes,no,30admin.singleuniversity.degreenoyesnomon39,cellular,aug,2008,,mon,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
55,blue-collar,married,basic.9y,unknown,no,no,55blue-collarmarriedbasic.9yunknownnonotue63,cellular,nov,2008,,tue,63,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
51,retired,married,basic.9y,unknown,no,no,51retiredmarriedbasic.9yunknownnonofri64,cellular,jul,2008,,fri,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
22,student,single,high.school,no,no,yes,22studentsinglehigh.schoolnonoyesfri154,cellular,jul,2008,,fri,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,entrepreneur,single,university.degree,no,no,yes,32entrepreneursingleuniversity.degreenonoyesthu126,cellular,nov,2008,,thu,126,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,admin.,married,professional.course,unknown,no,no,43admin.marriedprofessional.courseunknownnonothu127,cellular,jul,2008,,thu,127,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
39,management,married,basic.6y,unknown,no,no,39managementmarriedbasic.6yunknownnonomon156,telephone,jun,2008,,mon,156,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
52,blue-collar,divorced,unknown,no,no,no,52blue-collardivorcedunknownnononotue111,cellular,jul,2008,,tue,111,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,technician,single,professional.course,no,yes,no,38techniciansingleprofessional.coursenoyesnomon202,cellular,may,2009,,mon,202,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
59,retired,married,basic.4y,no,no,no,59retiredmarriedbasic.4ynononotue353,telephone,apr,2009,,tue,353,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
31,blue-collar,married,basic.4y,no,yes,no,31blue-collarmarriedbasic.4ynoyesnowed159,telephone,may,2008,,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
76,retired,single,basic.4y,no,no,no,76retiredsinglebasic.4ynononomon347,cellular,nov,2009,,mon,347,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
44,unknown,single,basic.9y,unknown,yes,no,44unknownsinglebasic.9yunknownyesnomon76,telephone,jun,2008,,mon,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,blue-collar,married,unknown,no,no,no,30blue-collarmarriedunknownnononofri85,telephone,may,2008,,fri,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
32,services,married,high.school,unknown,no,no,32servicesmarriedhigh.schoolunknownnonofri174,telephone,jun,2008,,fri,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,unemployed,married,unknown,no,no,no,41unemployedmarriedunknownnononofri280,telephone,jun,2008,,fri,280,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,admin.,single,university.degree,no,yes,no,33admin.singleuniversity.degreenoyesnothu686,cellular,aug,2008,,thu,686,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
59,retired,married,basic.4y,no,yes,no,59retiredmarriedbasic.4ynoyesnofri94,cellular,aug,2008,,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,blue-collar,married,basic.9y,no,yes,no,28blue-collarmarriedbasic.9ynoyesnomon225,cellular,jul,2008,,mon,225,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,blue-collar,single,basic.6y,no,yes,no,33blue-collarsinglebasic.6ynoyesnofri474,cellular,may,2009,,fri,474,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
53,services,married,high.school,unknown,yes,no,53servicesmarriedhigh.schoolunknownyesnothu76,cellular,aug,2008,,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,services,married,high.school,no,no,no,41servicesmarriedhigh.schoolnononowed377,cellular,mar,2009,,wed,377,6,999,0,nonexistent,-1.8,92.843,-50,1.778,5099.1,yes
55,unknown,married,basic.4y,no,no,yes,55unknownmarriedbasic.4ynonoyesthu185,cellular,jul,2008,,thu,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.9y,unknown,no,no,45blue-collarmarriedbasic.9yunknownnonotue121,telephone,may,2008,,tue,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,technician,married,professional.course,no,no,no,35technicianmarriedprofessional.coursenononothu126,cellular,jul,2008,,thu,126,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,services,married,high.school,unknown,no,no,31servicesmarriedhigh.schoolunknownnonomon160,cellular,jul,2008,,mon,160,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
53,management,married,university.degree,no,no,no,53managementmarrieduniversity.degreenononomon313,cellular,aug,2008,,mon,313,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,single,professional.course,no,yes,no,35techniciansingleprofessional.coursenoyesnothu141,cellular,may,2009,,thu,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,blue-collar,divorced,basic.6y,unknown,yes,no,45blue-collardivorcedbasic.6yunknownyesnothu219,cellular,may,2009,,thu,219,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
34,housemaid,single,university.degree,no,no,no,34housemaidsingleuniversity.degreenononothu267,telephone,jun,2008,,thu,267,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,admin.,married,basic.9y,no,no,no,42admin.marriedbasic.9ynononomon406,telephone,apr,2009,,mon,406,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
36,self-employed,married,basic.9y,no,yes,yes,36self-employedmarriedbasic.9ynoyesyesthu151,cellular,nov,2008,,thu,151,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
44,admin.,married,high.school,no,no,no,44admin.marriedhigh.schoolnononowed228,telephone,may,2008,,wed,228,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,admin.,divorced,university.degree,no,yes,no,50admin.divorceduniversity.degreenoyesnotue73,cellular,aug,2008,,tue,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin.,married,university.degree,no,yes,no,36admin.marrieduniversity.degreenoyesnofri355,cellular,sep,2009,,fri,355,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
27,technician,married,professional.course,no,no,no,27technicianmarriedprofessional.coursenononothu102,cellular,jul,2008,,thu,102,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,management,married,unknown,no,no,no,40managementmarriedunknownnononofri97,telephone,may,2008,,fri,97,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
25,technician,single,university.degree,no,yes,yes,25techniciansingleuniversity.degreenoyesyesmon35,telephone,jun,2008,,mon,35,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,management,married,university.degree,no,yes,yes,29managementmarrieduniversity.degreenoyesyestue116,cellular,aug,2008,,tue,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
44,admin.,married,high.school,no,no,no,44admin.marriedhigh.schoolnononowed83,telephone,may,2008,,wed,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,married,unknown,unknown,yes,no,57blue-collarmarriedunknownunknownyesnotue473,telephone,may,2008,,tue,473,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,admin.,single,high.school,no,yes,no,30admin.singlehigh.schoolnoyesnowed605,cellular,jul,2008,,wed,605,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,self-employed,married,university.degree,no,yes,yes,37self-employedmarrieduniversity.degreenoyesyeswed585,cellular,aug,2008,,wed,585,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
57,technician,married,basic.9y,no,no,no,57technicianmarriedbasic.9ynononotue94,cellular,jul,2008,,tue,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,technician,married,professional.course,no,yes,no,32technicianmarriedprofessional.coursenoyesnothu255,cellular,jul,2008,,thu,255,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
54,admin.,married,professional.course,no,no,no,54admin.marriedprofessional.coursenononotue1868,cellular,nov,2010,,tue,1868,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes
